"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Average price All property types","Pivotable date"
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-11,54315,monthly,281026,2023-11-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2023-11,6023,monthly,547757,2023-11-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2023-11,7363,monthly,199536,2023-11-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2023-11,5652,monthly,193998,2023-11-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2023-12,4986,monthly,229757,2023-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2023-12,51916,monthly,278664,2023-12-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2023-12,5479,monthly,549112,2023-12-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2023-12,6990,monthly,200245,2023-12-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2023-12,5446,monthly,192662,2023-12-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2024-01,3666,monthly,227053,2024-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-01,41790,monthly,278060,2024-01-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2024-01,5102,monthly,551097,2024-01-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2024-01,5688,monthly,196802,2024-01-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2024-01,4272,monthly,191618,2024-01-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2024-02,4455,monthly,227623,2024-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-02,47183,monthly,276935,2024-02-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2024-02,5582,monthly,546247,2024-02-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2024-02,6506,monthly,196304,2024-02-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2024-02,4734,monthly,191087,2024-02-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2024-03,4929,monthly,227703,2024-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-03,54167,monthly,276971,2024-03-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2024-03,5952,monthly,547437,2024-03-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2024-03,7449,monthly,198378,2024-03-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2024-03,5534,monthly,192827,2024-03-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2024-04,4550,monthly,227940,2024-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-04,48641,monthly,277945,2024-04-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2024-04,5730,monthly,548467,2024-04-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2024-04,6526,monthly,198529,2024-04-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2024-04,4804,monthly,191916,2024-04-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2024-05,5574,monthly,230613,2024-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-05,59419,monthly,280824,2024-05-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2024-05,6785,monthly,553592,2024-05-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2024-05,8186,monthly,202747,2024-05-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2024-05,6113,monthly,193994,2024-05-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2024-06,5535,monthly,228627,2024-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-06,57853,monthly,281611,2024-06-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2024-06,6287,monthly,556853,2024-06-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2024-06,7659,monthly,201998,2024-06-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2024-06,6120,monthly,197974,2024-06-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2024-07,5958,monthly,233319,2024-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-07,64652,monthly,284105,2024-07-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2024-07,7834,monthly,557831,2024-07-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2024-07,8772,monthly,203585,2024-07-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2024-07,6613,monthly,197976,2024-07-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2024-08,6592,monthly,234304,2024-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-08,70500,monthly,287343,2024-08-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2024-08,8392,monthly,567121,2024-08-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2024-08,9458,monthly,207404,2024-08-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2024-08,6997,monthly,201974,2024-08-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2024-09,5730,monthly,234852,2024-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-09,62093,monthly,287604,2024-09-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2024-09,7269,monthly,567101,2024-09-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2024-09,8346,monthly,207762,2024-09-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2024-09,6102,monthly,199005,2024-09-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2024-10,6241,monthly,236367,2024-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-10,70018,monthly,287868,2024-10-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2024-10,8505,monthly,561211,2024-10-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2024-10,9147,monthly,207973,2024-10-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2024-10,7016,monthly,200113,2024-10-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2024-11,6209,monthly,236436,2024-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-11,63871,monthly,287674,2024-11-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2024-11,6859,monthly,559777,2024-11-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2024-11,8582,monthly,208853,2024-11-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2024-11,6474,monthly,202486,2024-11-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2024-12,5446,monthly,238712,2024-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2024-12,55950,monthly,288221,2024-12-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2024-12,5863,monthly,556188,2024-12-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2024-12,7372,monthly,209071,2024-12-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2024-12,6092,monthly,202778,2024-12-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2025-01,4192,monthly,237578,2025-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-01,46181,monthly,288790,2025-01-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2025-01,5562,monthly,565964,2025-01-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2025-01,6119,monthly,209443,2025-01-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2025-01,4468,monthly,200636,2025-01-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2025-02,4751,monthly,239235,2025-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-02,51452,monthly,290322,2025-02-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2025-02,5942,monthly,561274,2025-02-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2025-02,6961,monthly,210118,2025-02-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2025-02,5110,monthly,203877,2025-02-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2025-03,8077,monthly,242636,2025-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-03,91864,monthly,294907,2025-03-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2025-03,12885,monthly,555285,2025-03-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2025-03,10969,monthly,217431,2025-03-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2025-03,8146,monthly,209905,2025-03-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2025-04,2021,monthly,234243,2025-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-04,20826,monthly,284428,2025-04-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2025-04,1824,monthly,569660,2025-04-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2025-04,3290,monthly,202434,2025-04-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2025-04,2296,monthly,197516,2025-04-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2025-05,3324,monthly,238083,2025-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-05,33015,monthly,287191,2025-05-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2025-05,3074,monthly,558671,2025-05-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2025-05,4911,monthly,206656,2025-05-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2025-05,3514,monthly,202129,2025-05-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2025-06,3494,monthly,239773,2025-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-06,35437,monthly,291551,2025-06-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2025-06,3464,monthly,561638,2025-06-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2025-06,4767,monthly,212012,2025-06-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2025-06,3748,monthly,203279,2025-06-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2025-07,,monthly,241831,2025-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-07,,monthly,292988,2025-07-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2025-07,,monthly,564838,2025-07-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2025-07,,monthly,213311,2025-07-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2025-07,,monthly,205459,2025-07-01
East Midlands,http://landregistry.data.gov.uk/id/region/east-midlands,E12000004,2025-08,,monthly,244677,2025-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2025-08,,monthly,295670,2025-08-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2025-08,,monthly,565567,2025-08-01
North West,http://landregistry.data.gov.uk/id/region/north-west,E12000002,2025-08,,monthly,216789,2025-08-01
Yorkshire and The Humber,http://landregistry.data.gov.uk/id/region/yorkshire-and-the-humber,E12000003,2025-08,,monthly,207330,2025-08-01
